product_id,product_name,brand,category_id,category_name,category_description,sku_id,sku_name,sku_image,sku_description,color,aggregateRating
P0011,Chrono Flex 470,Proxima,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00025,Chrono Flex 470 - Maroon,https://cdn.example.com/images/sku00025.jpg,Proxima Chrono Flex 470 in Maroon. Designed for smartwatches users. Rating 4.1/5.,Maroon,4.1
P0012,Chrono Edge 409,Tailwind,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00026,Chrono Edge 409 - Blue,https://cdn.example.com/images/sku00026.jpg,Tailwind Chrono Edge 409 in Blue. Designed for smartwatches users. Rating 5.0/5.,Blue,5.0
P0012,Chrono Edge 409,Tailwind,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00027,Chrono Edge 409 - Red,https://cdn.example.com/images/sku00027.jpg,Tailwind Chrono Edge 409 in Red. Designed for smartwatches users. Rating 4.0/5.,Red,4.0
P0012,Chrono Edge 409,Tailwind,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00028,Chrono Edge 409 - White,https://cdn.example.com/images/sku00028.jpg,Tailwind Chrono Edge 409 in White. Designed for smartwatches users. Rating 4.5/5.,White,4.5
P0013,Hoops Flex 164,Fabrikam,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00029,Hoops Flex 164 - Navy,https://cdn.example.com/images/sku00029.jpg,Fabrikam Hoops Flex 164 in Navy. Designed for basketball shoes users. Rating 3.1/5.,Navy,3.1
P0013,Hoops Flex 164,Fabrikam,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00030,Hoops Flex 164 - Orange,https://cdn.example.com/images/sku00030.jpg,Fabrikam Hoops Flex 164 in Orange. Designed for basketball shoes users. Rating 4.2/5.,Orange,4.2
P0013,Hoops Flex 164,Fabrikam,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00031,Hoops Flex 164 - Purple,https://cdn.example.com/images/sku00031.jpg,Fabrikam Hoops Flex 164 in Purple. Designed for basketball shoes users. Rating 4.1/5.,Purple,4.1
P0013,Hoops Flex 164,Fabrikam,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00032,Hoops Flex 164 - Gray,https://cdn.example.com/images/sku00032.jpg,Fabrikam Hoops Flex 164 in Gray. Designed for basketball shoes users. Rating 4.7/5.,Gray,4.7
P0014,Trail Flex 550,Contoso,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00033,Trail Flex 550 - Teal,https://cdn.example.com/images/sku00033.jpg,Contoso Trail Flex 550 in Teal. Designed for trail shoes users. Rating 3.7/5.,Teal,3.7
P0014,Trail Flex 550,Contoso,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00034,Trail Flex 550 - Green,https://cdn.example.com/images/sku00034.jpg,Contoso Trail Flex 550 in Green. Designed for trail shoes users. Rating 3.9/5.,Green,3.9
P0014,Trail Flex 550,Contoso,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00035,Trail Flex 550 - Purple,https://cdn.example.com/images/sku00035.jpg,Contoso Trail Flex 550 in Purple. Designed for trail shoes users. Rating 3.0/5.,Purple,3.0
P0015,Hoops Edge 109,Tailwind,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00036,Hoops Edge 109 - Teal,https://cdn.example.com/images/sku00036.jpg,Tailwind Hoops Edge 109 in Teal. Designed for basketball shoes users. Rating 4.0/5.,Teal,4.0
P0015,Hoops Edge 109,Tailwind,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00037,Hoops Edge 109 - Blue,https://cdn.example.com/images/sku00037.jpg,Tailwind Hoops Edge 109 in Blue. Designed for basketball shoes users. Rating 3.3/5.,Blue,3.3
P0015,Hoops Edge 109,Tailwind,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00038,Hoops Edge 109 - Red,https://cdn.example.com/images/sku00038.jpg,Tailwind Hoops Edge 109 in Red. Designed for basketball shoes users. Rating 4.1/5.,Red,4.1
P0016,Runner Edge 332,Nimbus,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00039,Runner Edge 332 - Black,https://cdn.example.com/images/sku00039.jpg,Nimbus Runner Edge 332 in Black. Designed for running shoes users. Rating 3.2/5.,Black,3.2
P0016,Runner Edge 332,Nimbus,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00040,Runner Edge 332 - Yellow,https://cdn.example.com/images/sku00040.jpg,Nimbus Runner Edge 332 in Yellow. Designed for running shoes users. Rating 4.8/5.,Yellow,4.8
P0016,Runner Edge 332,Nimbus,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00041,Runner Edge 332 - Green,https://cdn.example.com/images/sku00041.jpg,Nimbus Runner Edge 332 in Green. Designed for running shoes users. Rating 3.5/5.,Green,3.5
P0016,Runner Edge 332,Nimbus,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00042,Runner Edge 332 - Blue,https://cdn.example.com/images/sku00042.jpg,Nimbus Runner Edge 332 in Blue. Designed for running shoes users. Rating 4.8/5.,Blue,4.8
P0017,Trail Flex 498,Fabrikam,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00043,Trail Flex 498 - Gray,https://cdn.example.com/images/sku00043.jpg,Fabrikam Trail Flex 498 in Gray. Designed for trail shoes users. Rating 4.5/5.,Gray,4.5
P0018,Pulse Edge 170,Northwind,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00044,Pulse Edge 170 - Gray,https://cdn.example.com/images/sku00044.jpg,Northwind Pulse Edge 170 in Gray. Designed for wireless earbuds users. Rating 4.7/5.,Gray,4.7
P0018,Pulse Edge 170,Northwind,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00045,Pulse Edge 170 - Orange,https://cdn.example.com/images/sku00045.jpg,Northwind Pulse Edge 170 in Orange. Designed for wireless earbuds users. Rating 4.9/5.,Orange,4.9
P0018,Pulse Edge 170,Northwind,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00046,Pulse Edge 170 - Gray,https://cdn.example.com/images/sku00046.jpg,Northwind Pulse Edge 170 in Gray. Designed for wireless earbuds users. Rating 4.5/5.,Gray,4.5
P0019,Voyager Max 688,AdventureWorks,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00047,Voyager Max 688 - Purple,https://cdn.example.com/images/sku00047.jpg,AdventureWorks Voyager Max 688 in Purple. Designed for travel backpacks users. Rating 4.8/5.,Purple,4.8
P0019,Voyager Max 688,AdventureWorks,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00048,Voyager Max 688 - Purple,https://cdn.example.com/images/sku00048.jpg,AdventureWorks Voyager Max 688 in Purple. Designed for travel backpacks users. Rating 3.2/5.,Purple,3.2
P0019,Voyager Max 688,AdventureWorks,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00049,Voyager Max 688 - Blue,https://cdn.example.com/images/sku00049.jpg,AdventureWorks Voyager Max 688 in Blue. Designed for travel backpacks users. Rating 3.1/5.,Blue,3.1
P0020,Street Edge 226,Contoso,CAT-130,Casual Sneakers,Everyday sneakers for comfort and style.,SKU00050,Street Edge 226 - White,https://cdn.example.com/images/sku00050.jpg,Contoso Street Edge 226 in White. Designed for casual sneakers users. Rating 4.4/5.,White,4.4
P0021,Street X 33,Contoso,CAT-130,Casual Sneakers,Everyday sneakers for comfort and style.,SKU00051,Street X 33 - White,https://cdn.example.com/images/sku00051.jpg,Contoso Street X 33 in White. Designed for casual sneakers users. Rating 4.0/5.,White,4.0
P0021,Street X 33,Contoso,CAT-130,Casual Sneakers,Everyday sneakers for comfort and style.,SKU00052,Street X 33 - Green,https://cdn.example.com/images/sku00052.jpg,Contoso Street X 33 in Green. Designed for casual sneakers users. Rating 4.3/5.,Green,4.3
P0021,Street X 33,Contoso,CAT-130,Casual Sneakers,Everyday sneakers for comfort and style.,SKU00053,Street X 33 - Blue,https://cdn.example.com/images/sku00053.jpg,Contoso Street X 33 in Blue. Designed for casual sneakers users. Rating 4.1/5.,Blue,4.1
P0022,Pulse Pro 804,Aster,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00054,Pulse Pro 804 - Orange,https://cdn.example.com/images/sku00054.jpg,Aster Pulse Pro 804 in Orange. Designed for wireless earbuds users. Rating 3.4/5.,Orange,3.4
P0022,Pulse Pro 804,Aster,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00055,Pulse Pro 804 - White,https://cdn.example.com/images/sku00055.jpg,Aster Pulse Pro 804 in White. Designed for wireless earbuds users. Rating 4.3/5.,White,4.3
P0022,Pulse Pro 804,Aster,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00056,Pulse Pro 804 - Yellow,https://cdn.example.com/images/sku00056.jpg,Aster Pulse Pro 804 in Yellow. Designed for wireless earbuds users. Rating 3.8/5.,Yellow,3.8
P0022,Pulse Pro 804,Aster,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00057,Pulse Pro 804 - Purple,https://cdn.example.com/images/sku00057.jpg,Aster Pulse Pro 804 in Purple. Designed for wireless earbuds users. Rating 4.7/5.,Purple,4.7
P0023,Trail X 413,Contoso,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00058,Trail X 413 - White,https://cdn.example.com/images/sku00058.jpg,Contoso Trail X 413 in White. Designed for trail shoes users. Rating 3.5/5.,White,3.5
P0023,Trail X 413,Contoso,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00059,Trail X 413 - Blue,https://cdn.example.com/images/sku00059.jpg,Contoso Trail X 413 in Blue. Designed for trail shoes users. Rating 4.1/5.,Blue,4.1
P0023,Trail X 413,Contoso,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00060,Trail X 413 - Red,https://cdn.example.com/images/sku00060.jpg,Contoso Trail X 413 in Red. Designed for trail shoes users. Rating 3.8/5.,Red,3.8
P0024,Pulse Pro 896,Tailwind,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00061,Pulse Pro 896 - Purple,https://cdn.example.com/images/sku00061.jpg,Tailwind Pulse Pro 896 in Purple. Designed for wireless earbuds users. Rating 4.6/5.,Purple,4.6
P0025,Trail X 668,Nimbus,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00062,Trail X 668 - White,https://cdn.example.com/images/sku00062.jpg,Nimbus Trail X 668 in White. Designed for trail shoes users. Rating 4.9/5.,White,4.9
P0026,Hoops Max 498,AdventureWorks,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00063,Hoops Max 498 - Blue,https://cdn.example.com/images/sku00063.jpg,AdventureWorks Hoops Max 498 in Blue. Designed for basketball shoes users. Rating 4.7/5.,Blue,4.7
P0026,Hoops Max 498,AdventureWorks,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00064,Hoops Max 498 - Black,https://cdn.example.com/images/sku00064.jpg,AdventureWorks Hoops Max 498 in Black. Designed for basketball shoes users. Rating 3.3/5.,Black,3.3
P0026,Hoops Max 498,AdventureWorks,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00065,Hoops Max 498 - Black,https://cdn.example.com/images/sku00065.jpg,AdventureWorks Hoops Max 498 in Black. Designed for basketball shoes users. Rating 5.0/5.,Black,5.0
P0026,Hoops Max 498,AdventureWorks,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00066,Hoops Max 498 - Green,https://cdn.example.com/images/sku00066.jpg,AdventureWorks Hoops Max 498 in Green. Designed for basketball shoes users. Rating 4.9/5.,Green,4.9
P0027,Voyager Max 714,Proxima,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00067,Voyager Max 714 - Red,https://cdn.example.com/images/sku00067.jpg,Proxima Voyager Max 714 in Red. Designed for travel backpacks users. Rating 3.4/5.,Red,3.4
P0027,Voyager Max 714,Proxima,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00068,Voyager Max 714 - Blue,https://cdn.example.com/images/sku00068.jpg,Proxima Voyager Max 714 in Blue. Designed for travel backpacks users. Rating 4.9/5.,Blue,4.9
P0027,Voyager Max 714,Proxima,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00069,Voyager Max 714 - Navy,https://cdn.example.com/images/sku00069.jpg,Proxima Voyager Max 714 in Navy. Designed for travel backpacks users. Rating 4.5/5.,Navy,4.5
P0027,Voyager Max 714,Proxima,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00070,Voyager Max 714 - Black,https://cdn.example.com/images/sku00070.jpg,Proxima Voyager Max 714 in Black. Designed for travel backpacks users. Rating 4.5/5.,Black,4.5
P0028,Runner Edge 489,Contoso,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00071,Runner Edge 489 - Black,https://cdn.example.com/images/sku00071.jpg,Contoso Runner Edge 489 in Black. Designed for running shoes users. Rating 4.9/5.,Black,4.9
P0028,Runner Edge 489,Contoso,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00072,Runner Edge 489 - White,https://cdn.example.com/images/sku00072.jpg,Contoso Runner Edge 489 in White. Designed for running shoes users. Rating 4.7/5.,White,4.7
P0029,Trail Flex 883,Fabrikam,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00073,Trail Flex 883 - Orange,https://cdn.example.com/images/sku00073.jpg,Fabrikam Trail Flex 883 in Orange. Designed for trail shoes users. Rating 3.2/5.,Orange,3.2
P0029,Trail Flex 883,Fabrikam,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00074,Trail Flex 883 - Navy,https://cdn.example.com/images/sku00074.jpg,Fabrikam Trail Flex 883 in Navy. Designed for trail shoes users. Rating 3.5/5.,Navy,3.5
P0030,Runner Edge 84,Aster,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00075,Runner Edge 84 - Teal,https://cdn.example.com/images/sku00075.jpg,Aster Runner Edge 84 in Teal. Designed for running shoes users. Rating 4.2/5.,Teal,4.2
P0030,Runner Edge 84,Aster,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00076,Runner Edge 84 - Gray,https://cdn.example.com/images/sku00076.jpg,Aster Runner Edge 84 in Gray. Designed for running shoes users. Rating 3.6/5.,Gray,3.6
P0030,Runner Edge 84,Aster,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00077,Runner Edge 84 - Green,https://cdn.example.com/images/sku00077.jpg,Aster Runner Edge 84 in Green. Designed for running shoes users. Rating 3.4/5.,Green,3.4
P0030,Runner Edge 84,Aster,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00078,Runner Edge 84 - Maroon,https://cdn.example.com/images/sku00078.jpg,Aster Runner Edge 84 in Maroon. Designed for running shoes users. Rating 3.6/5.,Maroon,3.6
P0031,Chrono Pro 688,Tailwind,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00079,Chrono Pro 688 - Purple,https://cdn.example.com/images/sku00079.jpg,Tailwind Chrono Pro 688 in Purple. Designed for smartwatches users. Rating 3.6/5.,Purple,3.6
P0031,Chrono Pro 688,Tailwind,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00080,Chrono Pro 688 - White,https://cdn.example.com/images/sku00080.jpg,Tailwind Chrono Pro 688 in White. Designed for smartwatches users. Rating 3.0/5.,White,3.0
P0031,Chrono Pro 688,Tailwind,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00081,Chrono Pro 688 - Navy,https://cdn.example.com/images/sku00081.jpg,Tailwind Chrono Pro 688 in Navy. Designed for smartwatches users. Rating 5.0/5.,Navy,5.0
P0032,Trail Edge 219,Fabrikam,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00082,Trail Edge 219 - Red,https://cdn.example.com/images/sku00082.jpg,Fabrikam Trail Edge 219 in Red. Designed for trail shoes users. Rating 4.9/5.,Red,4.9
P0032,Trail Edge 219,Fabrikam,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00083,Trail Edge 219 - White,https://cdn.example.com/images/sku00083.jpg,Fabrikam Trail Edge 219 in White. Designed for trail shoes users. Rating 4.8/5.,White,4.8
P0032,Trail Edge 219,Fabrikam,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00084,Trail Edge 219 - Yellow,https://cdn.example.com/images/sku00084.jpg,Fabrikam Trail Edge 219 in Yellow. Designed for trail shoes users. Rating 3.6/5.,Yellow,3.6
P0033,Voyager Edge 827,Proxima,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00085,Voyager Edge 827 - Teal,https://cdn.example.com/images/sku00085.jpg,Proxima Voyager Edge 827 in Teal. Designed for travel backpacks users. Rating 4.6/5.,Teal,4.6
P0034,Trail Pro 271,Tailwind,CAT-110,Trail Shoes,Durable shoes for off-road and trail running.,SKU00086,Trail Pro 271 - White,https://cdn.example.com/images/sku00086.jpg,Tailwind Trail Pro 271 in White. Designed for trail shoes users. Rating 4.5/5.,White,4.5
P0035,Voyager Lite 620,Northwind,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00087,Voyager Lite 620 - Maroon,https://cdn.example.com/images/sku00087.jpg,Northwind Voyager Lite 620 in Maroon. Designed for travel backpacks users. Rating 3.7/5.,Maroon,3.7
P0035,Voyager Lite 620,Northwind,CAT-200,Travel Backpacks,Carry-on friendly backpacks with multiple compartments.,SKU00088,Voyager Lite 620 - Teal,https://cdn.example.com/images/sku00088.jpg,Northwind Voyager Lite 620 in Teal. Designed for travel backpacks users. Rating 4.3/5.,Teal,4.3
P0036,Pulse Lite 867,Tailwind,CAT-400,Wireless Earbuds,Compact audio devices with Bluetooth connectivity.,SKU00089,Pulse Lite 867 - White,https://cdn.example.com/images/sku00089.jpg,Tailwind Pulse Lite 867 in White. Designed for wireless earbuds users. Rating 4.3/5.,White,4.3
P0037,Runner X 342,Tailwind,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00090,Runner X 342 - Teal,https://cdn.example.com/images/sku00090.jpg,Tailwind Runner X 342 in Teal. Designed for running shoes users. Rating 5.0/5.,Teal,5.0
P0037,Runner X 342,Tailwind,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00091,Runner X 342 - Red,https://cdn.example.com/images/sku00091.jpg,Tailwind Runner X 342 in Red. Designed for running shoes users. Rating 4.5/5.,Red,4.5
P0038,Chrono Edge 10,Nimbus,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00092,Chrono Edge 10 - White,https://cdn.example.com/images/sku00092.jpg,Nimbus Chrono Edge 10 in White. Designed for smartwatches users. Rating 4.9/5.,White,4.9
P0039,Runner Ultra 379,Northwind,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00093,Runner Ultra 379 - Orange,https://cdn.example.com/images/sku00093.jpg,Northwind Runner Ultra 379 in Orange. Designed for running shoes users. Rating 3.3/5.,Orange,3.3
P0039,Runner Ultra 379,Northwind,CAT-100,Running Shoes,Footwear designed for running and jogging.,SKU00094,Runner Ultra 379 - Green,https://cdn.example.com/images/sku00094.jpg,Northwind Runner Ultra 379 in Green. Designed for running shoes users. Rating 3.7/5.,Green,3.7
P0040,City Pro 699,Contoso,CAT-210,Daypacks,Lightweight packs for daily use.,SKU00095,City Pro 699 - Teal,https://cdn.example.com/images/sku00095.jpg,Contoso City Pro 699 in Teal. Designed for daypacks users. Rating 3.2/5.,Teal,3.2
P0040,City Pro 699,Contoso,CAT-210,Daypacks,Lightweight packs for daily use.,SKU00096,City Pro 699 - Gray,https://cdn.example.com/images/sku00096.jpg,Contoso City Pro 699 in Gray. Designed for daypacks users. Rating 4.8/5.,Gray,4.8
P0041,Hoops Pro 886,WideWorld,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00097,Hoops Pro 886 - Red,https://cdn.example.com/images/sku00097.jpg,WideWorld Hoops Pro 886 in Red. Designed for basketball shoes users. Rating 4.8/5.,Red,4.8
P0041,Hoops Pro 886,WideWorld,CAT-120,Basketball Shoes,High-traction shoes for court performance.,SKU00098,Hoops Pro 886 - Black,https://cdn.example.com/images/sku00098.jpg,WideWorld Hoops Pro 886 in Black. Designed for basketball shoes users. Rating 3.4/5.,Black,3.4
P0042,Chrono Ultra 686,BlueRiver,CAT-300,Smartwatches,Wearables for fitness tracking and notifications.,SKU00099,Chrono Ultra 686 - Green,https://cdn.example.com/images/sku00099.jpg,BlueRiver Chrono Ultra 686 in Green. Designed for smartwatches users. Rating 3.3/5.,Green,3.3
